#	Time of Day	Thread	Module	API	Return Value	Error	Duration
1	10:30:02.226 PM	1	d3d9.dll	CreateFileA ( "C:\Riot Games\League of Legends\RADS\solutions\lol_game_client_sln\releases\0.0.0.247\deploy\League of Legends.exe", GENERIC_READ, FILE_SHARE_DELETE | FILE_SHARE_READ | FILE_SHARE_WRITE, NULL, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )	0x0000015c		0.0000217
246	10:30:03.794 PM	22	nvd3dum.dll	CreateFileW ( "C:\ProgramData\NVIDIA Corporation\Drs\nvAppTimestamps", GENERIC_READ | GENERIC_WRITE, 0, NULL, OPEN_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x00000344		0.0000222
247	10:30:03.795 PM	1	nvd3dum.dll	CreateFileW ( "C:\ProgramData\NVIDIA Corporation\Drs\nvdrssel.bin", GENERIC_READ | GENERIC_WRITE, FILE_SHARE_READ | FILE_SHARE_WRITE, NULL, OPEN_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x00000568		0.0000181
248	10:30:03.795 PM	1	nvd3dum.dll	CreateFileW ( "C:\ProgramData\NVIDIA Corporation\Drs\nvdrsdb1.bin", GENERIC_READ, FILE_SHARE_READ, NULL, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )	0x0000056c		0.0000117
249	10:30:03.795 PM	23	nvumdshim.dll	CreateFileW ( "C:\ProgramData\NVIDIA Corporation\Drs\nvAppTimestamps", GENERIC_READ | GENERIC_WRITE, 0, NULL, OPEN_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x00000540		0.0000442
250	10:30:03.795 PM	1	nvumdshim.dll	CreateFileA ( "\\.\NvAdminDevice", GENERIC_READ | GENERIC_WRITE, FILE_SHARE_READ | FILE_SHARE_WRITE, 0x000cce94, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )	0x0000056c		0.0000059
251	10:30:03.798 PM	1	nvumdshim.dll	CreateFileA ( "\\.\NvAdminDevice", GENERIC_READ | GENERIC_WRITE, FILE_SHARE_READ | FILE_SHARE_WRITE, 0x000cce94, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )	0x00000570		0.0000073
252	10:30:03.856 PM	1	MSVCR80.dll	CreateFileW ( "Localization_Errors.txt", GENERIC_WRITE, FILE_SHARE_READ | FILE_SHARE_WRITE, 0x000ced20, CREATE_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x00000344		0.0002700
253	10:30:04.234 PM	1	MSVCR80.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/solutions/lol_game_client_sln/releases/0.0.0.247/deploy/Data/Menu/IMEConfig.xml", GENERIC_READ, FILE_SHARE_READ, 0x000cf0ac, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )	INVALID_HANDLE_VALUE	2 = The system cannot find the file specified. 	0.0000331
254	10:30:04.239 PM	1	nvumdshim.dll	CreateFileA ( "\\.\NvAdminDevice", GENERIC_READ | GENERIC_WRITE, FILE_SHARE_READ | FILE_SHARE_WRITE, 0x000ccb1c, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )	0x0000059c		0.0000076
255	10:30:04.239 PM	1	nvumdshim.dll	CreateFileA ( "\\.\NvAdminDevice", GENERIC_READ | GENERIC_WRITE, FILE_SHARE_READ | FILE_SHARE_WRITE, 0x000ccb5c, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )	0x0000059c		0.0000059
256	10:30:05.622 PM	1	LogitechLed.dll	CreateFileW ( "\\?\hid#vid_1532&pid_011b&mi_00#7&2caa89eb&0&0000#{4d1e55b2-f16f-11cf-88cb-001111000030}", 0, FILE_SHARE_READ | FILE_SHARE_WRITE, NULL, OPEN_EXISTING, 0, NULL )	INVALID_HANDLE_VALUE	5 = Access is denied. 	0.0000097
257	10:30:05.622 PM	1	LogitechLed.dll	CreateFileW ( "\\?\hid#vid_1532&pid_0016#6&24f08b3b&0&0000#{4d1e55b2-f16f-11cf-88cb-001111000030}", 0, FILE_SHARE_READ | FILE_SHARE_WRITE, NULL, OPEN_EXISTING, 0, NULL )	0x000005ec		0.0000167
258	10:30:05.622 PM	1	LogitechLed.dll	CreateFileW ( "\\?\hid#vid_1532&pid_0016&did_0000&mi_02#7&2c545cf8&0&0000#{4d1e55b2-f16f-11cf-88cb-001111000030}", 0, FILE_SHARE_READ | FILE_SHARE_WRITE, NULL, OPEN_EXISTING, 0, NULL )	0x000005ec		0.0000149
259	10:30:05.622 PM	1	LogitechLed.dll	CreateFileW ( "\\?\hid#vid_1532&pid_011b&mi_02#7&38be3b68&0&0000#{4d1e55b2-f16f-11cf-88cb-001111000030}", 0, FILE_SHARE_READ | FILE_SHARE_WRITE, NULL, OPEN_EXISTING, 0, NULL )	0x000005ec		0.0000102
260	10:30:05.622 PM	1	LogitechLed.dll	CreateFileW ( "\\?\hid#vid_1532&pid_011b&mi_01&col01#7&14e6fda6&0&0000#{4d1e55b2-f16f-11cf-88cb-001111000030}", 0, FILE_SHARE_READ | FILE_SHARE_WRITE, NULL, OPEN_EXISTING, 0, NULL )	0x000005ec		0.0000102
261	10:30:05.622 PM	1	LogitechLed.dll	CreateFileW ( "\\?\hid#vid_1532&pid_011b&mi_01&col02#7&14e6fda6&0&0001#{4d1e55b2-f16f-11cf-88cb-001111000030}", 0, FILE_SHARE_READ | FILE_SHARE_WRITE, NULL, OPEN_EXISTING, 0, NULL )	0x000005ec		0.0000073
262	10:30:05.622 PM	1	LogitechLed.dll	CreateFileW ( "\\?\hid#vid_1532&pid_011b&mi_01&col03#7&14e6fda6&0&0002#{4d1e55b2-f16f-11cf-88cb-001111000030}", 0, FILE_SHARE_READ | FILE_SHARE_WRITE, NULL, OPEN_EXISTING, 0, NULL )	0x000005ec		0.0000070
263	10:30:05.622 PM	1	LogitechLed.dll	CreateFileW ( "\\?\hid#vid_1532&pid_011b&mi_01&col04#7&14e6fda6&0&0003#{4d1e55b2-f16f-11cf-88cb-001111000030}", 0, FILE_SHARE_READ | FILE_SHARE_WRITE, NULL, OPEN_EXISTING, 0, NULL )	0x000005ec		0.0000061
264	10:30:05.622 PM	1	LogitechLed.dll	CreateFileW ( "\\?\hid#vid_1532&pid_011b&mi_01&col05#7&14e6fda6&0&0004#{4d1e55b2-f16f-11cf-88cb-001111000030}", 0, FILE_SHARE_READ | FILE_SHARE_WRITE, NULL, OPEN_EXISTING, 0, NULL )	0x000005ec		0.0000067
265	10:30:05.623 PM	32	LogitechGkey.dll	CreateFileW ( "\\.\pipe\LGS_GKEY_SDK-00000001", GENERIC_READ | GENERIC_WRITE, FILE_SHARE_READ | FILE_SHARE_WRITE, NULL, OPEN_EXISTING, FILE_FLAG_OVERLAPPED, NULL )	INVALID_HANDLE_VALUE	2 = The system cannot find the file specified. 	0.0000211
266	10:30:05.834 PM	1	MSVCR80.dll	CreateFileA ( "C:/Riot Games/League of Legends/Config/Input.ini", GENERIC_READ, FILE_SHARE_READ, 0x000cf1dc, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )	0x00000610		0.0000082
267	10:30:06.045 PM	1	MSVCR80.dll	CreateFileA ( "Map12.zip", GENERIC_READ, FILE_SHARE_READ | FILE_SHARE_WRITE, 0x000cf218, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )	INVALID_HANDLE_VALUE	2 = The system cannot find the file specified. 	0.0000743
268	10:30:06.049 PM	1	MSVCR80.dll	CreateFileA ( "C:/Riot Games/League of Legends/Logs/Maestro Logs/maestro-game_client.log", GENERIC_WRITE, FILE_SHARE_READ | FILE_SHARE_WRITE, 0x000ce618, OPEN_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x00000610		0.0001021
269	10:30:06.049 PM	1	MSVCR80.dll	CreateFileA ( "C:/Riot Games/League of Legends/Logs/Maestro Logs/maestro-game_client.log", GENERIC_WRITE, FILE_SHARE_READ | FILE_SHARE_WRITE, 0x000ce3f8, OPEN_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x00000610		0.0000682
270	10:30:06.050 PM	1	MSVCR80.dll	CreateFileW ( "Data/loadtimings_Map12.txt", GENERIC_READ, FILE_SHARE_READ | FILE_SHARE_WRITE, 0x000cee88, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )	0x00000614		0.0001644
271	10:30:07.282 PM	1	WINMMBASE.dll	CreateFileW ( "wdmaud.drv", 0, FILE_SHARE_READ, NULL, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )	INVALID_HANDLE_VALUE	2 = The system cannot find the file specified. 	0.0000913
272	10:30:07.282 PM	1	WINMMBASE.dll	CreateFileW ( "C:\Windows\SYSTEM32\wdmaud.drv", 0, FILE_SHARE_READ, NULL, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )	0x000006f8		0.0000097
273	10:30:07.282 PM	1	WINMMBASE.dll	CreateFileW ( "wdmaud.drv", 0, FILE_SHARE_READ, NULL, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )	INVALID_HANDLE_VALUE	2 = The system cannot find the file specified. 	0.0000255
274	10:30:07.283 PM	1	WINMMBASE.dll	CreateFileW ( "C:\Windows\SYSTEM32\wdmaud.drv", 0, FILE_SHARE_READ, NULL, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )	0x000006f8		0.0000076
275	10:30:07.283 PM	1	WINMMBASE.dll	CreateFileW ( "wdmaud.drv", 0, FILE_SHARE_READ, NULL, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )	INVALID_HANDLE_VALUE	2 = The system cannot find the file specified. 	0.0000126
276	10:30:07.283 PM	1	WINMMBASE.dll	CreateFileW ( "C:\Windows\SYSTEM32\wdmaud.drv", 0, FILE_SHARE_READ, NULL, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )	0x000006f8		0.0000070
277	10:30:07.283 PM	1	CFGMGR32.dll	CreateFileW ( "C:\Windows\INF\hdaudio.PNF", GENERIC_READ, FILE_SHARE_READ, NULL, OPEN_EXISTING, 0, NULL )	0x000006e8		0.0000099
278	10:30:07.284 PM	1	CFGMGR32.dll	CreateFileW ( "C:\Windows\INF\hdaudio.PNF", GENERIC_READ, FILE_SHARE_READ, NULL, OPEN_EXISTING, 0, NULL )	0x000006d4		0.0000091
279	10:30:07.284 PM	1	CFGMGR32.dll	CreateFileW ( "C:\Windows\INF\hdaudio.PNF", GENERIC_READ, FILE_SHARE_READ, NULL, OPEN_EXISTING, 0, NULL )	0x000006d4		0.0000178
280	10:30:07.284 PM	1	WINMMBASE.dll	CreateFileW ( "wdmaud.drv", 0, FILE_SHARE_READ, NULL, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )	INVALID_HANDLE_VALUE	2 = The system cannot find the file specified. 	0.0000222
281	10:30:07.284 PM	1	WINMMBASE.dll	CreateFileW ( "C:\Windows\SYSTEM32\wdmaud.drv", 0, FILE_SHARE_READ, NULL, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )	0x000006ec		0.0000076
282	10:30:07.284 PM	1	WINMMBASE.dll	CreateFileW ( "wdmaud.drv", 0, FILE_SHARE_READ, NULL, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )	INVALID_HANDLE_VALUE	2 = The system cannot find the file specified. 	0.0000196
283	10:30:07.284 PM	1	WINMMBASE.dll	CreateFileW ( "C:\Windows\SYSTEM32\wdmaud.drv", 0, FILE_SHARE_READ, NULL, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )	0x00000714		0.0000073
284	10:30:07.285 PM	1	WINMMBASE.dll	CreateFileW ( "wdmaud.drv", 0, FILE_SHARE_READ, NULL, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )	INVALID_HANDLE_VALUE	2 = The system cannot find the file specified. 	0.0000146
285	10:30:07.285 PM	1	WINMMBASE.dll	CreateFileW ( "C:\Windows\SYSTEM32\wdmaud.drv", 0, FILE_SHARE_READ, NULL, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )	0x00000714		0.0000070
286	10:30:07.285 PM	1	CFGMGR32.dll	CreateFileW ( "C:\Windows\INF\hdaudio.PNF", GENERIC_READ, FILE_SHARE_READ, NULL, OPEN_EXISTING, 0, NULL )	0x000006d4		0.0000202
287	10:30:07.285 PM	1	CFGMGR32.dll	CreateFileW ( "C:\Windows\INF\hdaudio.PNF", GENERIC_READ, FILE_SHARE_READ, NULL, OPEN_EXISTING, 0, NULL )	0x000006d4		0.0000076
288	10:30:07.287 PM	1	CFGMGR32.dll	CreateFileW ( "C:\Windows\INF\hdaudio.PNF", GENERIC_READ, FILE_SHARE_READ, NULL, OPEN_EXISTING, 0, NULL )	0x0000070c		0.0000085
289	10:30:07.287 PM	1	CFGMGR32.dll	CreateFileW ( "C:\Windows\INF\hdaudio.PNF", GENERIC_READ, FILE_SHARE_READ, NULL, OPEN_EXISTING, 0, NULL )	0x00000684		0.0000088
290	10:30:07.288 PM	1	CFGMGR32.dll	CreateFileW ( "C:\Windows\INF\hdaudio.PNF", GENERIC_READ, FILE_SHARE_READ, NULL, OPEN_EXISTING, 0, NULL )	0x00000720		0.0000117
291	10:30:07.288 PM	1	CFGMGR32.dll	CreateFileW ( "C:\Windows\INF\hdaudio.PNF", GENERIC_READ, FILE_SHARE_READ, NULL, OPEN_EXISTING, 0, NULL )	0x00000720		0.0000082
292	10:30:07.289 PM	1	CFGMGR32.dll	CreateFileW ( "C:\Windows\INF\hdaudio.PNF", GENERIC_READ, FILE_SHARE_READ, NULL, OPEN_EXISTING, 0, NULL )	0x00000684		0.0000094
293	10:30:07.290 PM	1	CFGMGR32.dll	CreateFileW ( "C:\Windows\INF\hdaudio.PNF", GENERIC_READ, FILE_SHARE_READ, NULL, OPEN_EXISTING, 0, NULL )	0x000006e0		0.0000091
294	10:30:07.290 PM	1	CFGMGR32.dll	CreateFileW ( "C:\Windows\INF\hdaudio.PNF", GENERIC_READ, FILE_SHARE_READ, NULL, OPEN_EXISTING, 0, NULL )	0x0000067c		0.0000088
295	10:30:07.291 PM	1	CFGMGR32.dll	CreateFileW ( "C:\Windows\INF\hdaudio.PNF", GENERIC_READ, FILE_SHARE_READ, NULL, OPEN_EXISTING, 0, NULL )	0x0000067c		0.0000082
296	10:30:08.747 PM	1	MSVCR80.dll	CreateFileA ( "Data\Sounds\FMOD\en_US/LoL_Audio_en_US.fev", GENERIC_READ, FILE_SHARE_READ, 0x000cc4cc, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )	INVALID_HANDLE_VALUE	3 = The system cannot find the path specified. 	0.0000480
297	10:30:08.748 PM	1	RiotRadsIO.dll	CreateFileA ( "C:/Riot Games/League of Legends/RADS/projects/lol_game_client_en_us/managedfiles/0.0.0.159/DATA/Sounds/FMOD/LoL_Audio_en_US.fev", GENERIC_READ, FILE_SHARE_READ, NULL, OPEN_EXISTING, FILE_FLAG_OVERLAPPED, NULL )	0x00000730		0.0000407
298	10:30:12.212 PM	19	MSVCR80.dll	CreateFileA ( "C:/Riot Games/League of Legends/Logs/Maestro Logs/maestro-game_client.log", GENERIC_WRITE, FILE_SHARE_READ | FILE_SHARE_WRITE, 0x0927f300, OPEN_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x00000744		0.0000357
299	10:30:12.215 PM	19	MSVCR80.dll	CreateFileA ( "C:/Riot Games/League of Legends/Logs/Maestro Logs/maestro-game_client.log", GENERIC_WRITE, FILE_SHARE_READ | FILE_SHARE_WRITE, 0x0927f300, OPEN_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x00000748		0.0000418
300	10:30:14.554 PM	1	MSVCR80.dll	CreateFileA ( "C:/Riot Games/League of Legends/Config/Game.cfg", GENERIC_READ, FILE_SHARE_READ, 0x000cf104, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )	0x0000076c		0.0000111
301	10:30:14.555 PM	1	MSVCR80.dll	CreateFileA ( "c:/riot games/league of legends/config/game.cfg", GENERIC_READ | GENERIC_WRITE, 0, 0x000cf1bc, OPEN_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x0000076c		0.0000143
302	10:30:14.555 PM	1	MSVCR80.dll	CreateFileA ( "c:/riot games/league of legends/config/game.cfg", GENERIC_WRITE, 0, 0x000cf1ac, CREATE_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x0000076c		0.0000810
303	10:30:14.556 PM	1	MSVCR80.dll	CreateFileA ( "C:/Riot Games/League of Legends/Config/Game.cfg", GENERIC_READ, FILE_SHARE_READ, 0x000cf184, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )	0x00000770		0.0000082
304	10:30:15.541 PM	1	MSVCR80.dll	CreateFileA ( "DATA\Menu\HUD\Hud1920x1080.ini", GENERIC_READ, FILE_SHARE_READ, 0x000cf02c, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )	0x00000770		0.0000152
305	10:30:17.495 PM	1	MSVCR80.dll	CreateFileA ( "C:/Riot Games/League of Legends/Config/Game.cfg", GENERIC_READ, FILE_SHARE_READ, 0x000cefd4, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )	0x000007a0		0.0000091
306	10:30:18.968 PM	1	MSVCR80.dll	CreateFileA ( "data/menu/hud/hud1920x1080.ini", GENERIC_READ | GENERIC_WRITE, 0, 0x000cf0dc, OPEN_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x000007f8		0.0000205
307	10:30:18.968 PM	1	MSVCR80.dll	CreateFileA ( "data/menu/hud/hud1920x1080.ini", GENERIC_WRITE, 0, 0x000cf0cc, CREATE_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x000007f8		0.0000705
308	10:30:18.968 PM	1	MSVCR80.dll	CreateFileA ( "data/menu/hud/hud1920x1080.ini", GENERIC_READ | GENERIC_WRITE, 0, 0x000cf0dc, OPEN_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x000007f8		0.0000152
309	10:30:18.968 PM	1	MSVCR80.dll	CreateFileA ( "data/menu/hud/hud1920x1080.ini", GENERIC_WRITE, 0, 0x000cf0cc, CREATE_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x000007f8		0.0000354
310	10:30:18.968 PM	1	MSVCR80.dll	CreateFileA ( "data/menu/hud/hud1920x1080.ini", GENERIC_READ | GENERIC_WRITE, 0, 0x000cf0dc, OPEN_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x000007f8		0.0000143
311	10:30:18.968 PM	1	MSVCR80.dll	CreateFileA ( "data/menu/hud/hud1920x1080.ini", GENERIC_WRITE, 0, 0x000cf0cc, CREATE_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x000007f8		0.0000339
312	10:30:18.968 PM	1	MSVCR80.dll	CreateFileA ( "data/menu/hud/hud1920x1080.ini", GENERIC_READ | GENERIC_WRITE, 0, 0x000cf0dc, OPEN_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x000007f8		0.0000135
313	10:30:18.968 PM	1	MSVCR80.dll	CreateFileA ( "data/menu/hud/hud1920x1080.ini", GENERIC_WRITE, 0, 0x000cf0cc, CREATE_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x000007f8		0.0000331
314	10:30:18.969 PM	1	MSVCR80.dll	CreateFileA ( "data/menu/hud/hud1920x1080.ini", GENERIC_READ | GENERIC_WRITE, 0, 0x000cf0dc, OPEN_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x000007f8		0.0000252
315	10:30:18.969 PM	1	MSVCR80.dll	CreateFileA ( "data/menu/hud/hud1920x1080.ini", GENERIC_WRITE, 0, 0x000cf0cc, CREATE_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x000007f8		0.0000339
316	10:30:18.969 PM	1	MSVCR80.dll	CreateFileA ( "data/menu/hud/hud1920x1080.ini", GENERIC_READ | GENERIC_WRITE, 0, 0x000cf0dc, OPEN_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x000007f8		0.0000132
317	10:30:18.969 PM	1	MSVCR80.dll	CreateFileA ( "data/menu/hud/hud1920x1080.ini", GENERIC_WRITE, 0, 0x000cf0cc, CREATE_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x000007f8		0.0000322
318	10:30:18.969 PM	1	MSVCR80.dll	CreateFileA ( "data/menu/hud/hud1920x1080.ini", GENERIC_READ | GENERIC_WRITE, 0, 0x000cf0dc, OPEN_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x000007f8		0.0000135
319	10:30:18.969 PM	1	MSVCR80.dll	CreateFileA ( "data/menu/hud/hud1920x1080.ini", GENERIC_WRITE, 0, 0x000cf0cc, CREATE_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x000007f8		0.0000319
320	10:30:18.969 PM	1	MSVCR80.dll	CreateFileA ( "data/menu/hud/hud1920x1080.ini", GENERIC_READ | GENERIC_WRITE, 0, 0x000cf0dc, OPEN_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x000007f8		0.0000129
321	10:30:18.969 PM	1	MSVCR80.dll	CreateFileA ( "data/menu/hud/hud1920x1080.ini", GENERIC_WRITE, 0, 0x000cf0cc, CREATE_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x000007f8		0.0000325
322	10:30:18.969 PM	1	MSVCR80.dll	CreateFileA ( "data/menu/hud/hud1920x1080.ini", GENERIC_READ | GENERIC_WRITE, 0, 0x000cf0dc, OPEN_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x000007f8		0.0000129
323	10:30:18.969 PM	1	MSVCR80.dll	CreateFileA ( "data/menu/hud/hud1920x1080.ini", GENERIC_WRITE, 0, 0x000cf0cc, CREATE_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x000007f8		0.0000530
324	10:30:18.970 PM	1	MSVCR80.dll	CreateFileA ( "data/menu/hud/hud1920x1080.ini", GENERIC_READ | GENERIC_WRITE, 0, 0x000cf0dc, OPEN_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x000007f8		0.0000339
325	10:30:18.970 PM	1	MSVCR80.dll	CreateFileA ( "data/menu/hud/hud1920x1080.ini", GENERIC_WRITE, 0, 0x000cf0cc, CREATE_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x000007f8		0.0000319
326	10:30:18.970 PM	1	MSVCR80.dll	CreateFileA ( "data/menu/hud/hud1920x1080.ini", GENERIC_READ | GENERIC_WRITE, 0, 0x000cf0dc, OPEN_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x000007f8		0.0000129
327	10:30:18.970 PM	1	MSVCR80.dll	CreateFileA ( "data/menu/hud/hud1920x1080.ini", GENERIC_WRITE, 0, 0x000cf0cc, CREATE_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x000007f8		0.0000316
328	10:30:18.970 PM	1	MSVCR80.dll	CreateFileA ( "data/menu/hud/hud1920x1080.ini", GENERIC_READ | GENERIC_WRITE, 0, 0x000cf0dc, OPEN_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x000007f8		0.0000135
329	10:30:18.970 PM	1	MSVCR80.dll	CreateFileA ( "data/menu/hud/hud1920x1080.ini", GENERIC_WRITE, 0, 0x000cf0cc, CREATE_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x000007f8		0.0000319
330	10:30:18.970 PM	1	MSVCR80.dll	CreateFileA ( "DATA\Menu\HUD\Hud1920x1080.ini", GENERIC_READ, FILE_SHARE_READ, 0x000cf00c, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )	0x000007f8		0.0000117
331	10:30:18.971 PM	1	MSVCR80.dll	CreateFileA ( "data/menu/hud/hud1920x1080.ini", GENERIC_READ | GENERIC_WRITE, 0, 0x000cf05c, OPEN_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x000007f8		0.0000263
332	10:30:18.971 PM	1	MSVCR80.dll	CreateFileA ( "data/menu/hud/hud1920x1080.ini", GENERIC_WRITE, 0, 0x000cf04c, CREATE_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x000007f8		0.0000907
333	10:30:18.971 PM	1	MSVCR80.dll	CreateFileA ( "data/menu/hud/hud1920x1080.ini", GENERIC_READ | GENERIC_WRITE, 0, 0x000cf05c, OPEN_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x000007f8		0.0000246
334	10:30:18.972 PM	1	MSVCR80.dll	CreateFileA ( "data/menu/hud/hud1920x1080.ini", GENERIC_WRITE, 0, 0x000cf04c, CREATE_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x000007f8		0.0000468
335	10:30:18.972 PM	1	MSVCR80.dll	CreateFileA ( "data/menu/hud/hud1920x1080.ini", GENERIC_READ | GENERIC_WRITE, 0, 0x000cf05c, OPEN_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x000007f8		0.0000135
336	10:30:18.972 PM	1	MSVCR80.dll	CreateFileA ( "data/menu/hud/hud1920x1080.ini", GENERIC_WRITE, 0, 0x000cf04c, CREATE_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x000007f8		0.0000328
337	10:30:18.972 PM	1	MSVCR80.dll	CreateFileA ( "data/menu/hud/hud1920x1080.ini", GENERIC_READ | GENERIC_WRITE, 0, 0x000cf05c, OPEN_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x000007f8		0.0000132
338	10:30:18.972 PM	1	MSVCR80.dll	CreateFileA ( "data/menu/hud/hud1920x1080.ini", GENERIC_WRITE, 0, 0x000cf04c, CREATE_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x000007f8		0.0000328
339	10:30:18.972 PM	1	MSVCR80.dll	CreateFileA ( "data/menu/hud/hud1920x1080.ini", GENERIC_READ | GENERIC_WRITE, 0, 0x000cf05c, OPEN_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x000007f8		0.0000132
340	10:30:18.972 PM	1	MSVCR80.dll	CreateFileA ( "data/menu/hud/hud1920x1080.ini", GENERIC_WRITE, 0, 0x000cf04c, CREATE_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x000007f8		0.0000325
341	10:30:18.972 PM	1	MSVCR80.dll	CreateFileA ( "data/menu/hud/hud1920x1080.ini", GENERIC_READ | GENERIC_WRITE, 0, 0x000cf05c, OPEN_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x000007f8		0.0000129
342	10:30:18.972 PM	1	MSVCR80.dll	CreateFileA ( "data/menu/hud/hud1920x1080.ini", GENERIC_WRITE, 0, 0x000cf04c, CREATE_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x000007f8		0.0000415
343	10:30:18.972 PM	1	MSVCR80.dll	CreateFileA ( "data/menu/hud/hud1920x1080.ini", GENERIC_READ | GENERIC_WRITE, 0, 0x000cf05c, OPEN_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x000007f8		0.0000129
344	10:30:18.973 PM	1	MSVCR80.dll	CreateFileA ( "data/menu/hud/hud1920x1080.ini", GENERIC_WRITE, 0, 0x000cf04c, CREATE_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x000007f8		0.0000670
